Activity_Time,Action,Doc_ID,Doc_Name,Actor_ID,Actor_Name
2024-10-02T19:10:23.019Z,Edit,1f2oBYZKeBjbMkykCHkLMu6GtOvK7r5hYlLSiU4Xb-r8,file49,112627686161565491345,drew@accord.foundation
2024-10-02T19:10:20.493Z,Permission Change-to:none-from:can_edit-for:bob@accord.foundation,1KYns1SdmMqAHAVDmONpcDPPi3TAYbMNWXAjKFdC7SuY,file8,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:18.877Z,Edit,1Zgu-tby0YB3Trdny864MKQ-TSbeDuV37UJxXWRtXPEQ,file51,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:17.754Z,Move:Root:folder10,1Zgu-tby0YB3Trdny864MKQ-TSbeDuV37UJxXWRtXPEQ,file51,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:17.168Z,Create,1Zgu-tby0YB3Trdny864MKQ-TSbeDuV37UJxXWRtXPEQ,file51,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:17.168Z,Permission Change-to:owner-from:none-for:bob@accord.foundation,1Zgu-tby0YB3Trdny864MKQ-TSbeDuV37UJxXWRtXPEQ,file51,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:14.776Z,Permission Change-to:can_edit-from:owner-for:bob@accord.foundation,1MbdlSrj1JDKQnsj4LxWmgomKa1E11wvI,folder39,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:14.776Z,Permission Change-to:owner-from:none-for:drew@accord.foundation,1MbdlSrj1JDKQnsj4LxWmgomKa1E11wvI,folder39,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:11.453Z,Edit,1P7EVZiP_Tk7VaAA_QnbD9r1l4RY2fjNo47ckPyKIVf8,file34,105806898968975168992,bob@accord.foundation
2024-10-02T19:10:09.177Z,Edit,1_BqSXR4Gc7F1ckG-11RRwmDtTNotfHcqDYPGFUUTaLo,file12,104174300424369407986,carol@accord.foundation
2024-10-02T19:10:08.944Z,Edit,1_BqSXR4Gc7F1ckG-11RRwmDtTNotfHcqDYPGFUUTaLo,file12,104174300424369407986,carol@accord.foundation
