Activity_Time,Action,Doc_ID,Doc_Name,Actor_ID,Actor_Name
2024-10-02T19:28:49.561Z,Permission Change-to:can_edit-from:none-for:drew@accord.foundation,165S5hns2AoV2uEPIFVzNkJaPRg25m9Op,folder46,105806898968975168992,bob@accord.foundation
2024-10-02T19:28:49.176Z,Permission Change-to:can_edit-from:none-for:drew@accord.foundation,1utKVng-hb0W3rCFWW5GxhqAT4z4_dmfO,folder43,105806898968975168992,bob@accord.foundation
2024-10-02T19:28:45.396Z,Edit,1vntvYe8G5rsS_y72kEGFAFcyFoPWyEC8RUyLH3tIAh4,file47,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:44.959Z,Edit,1vntvYe8G5rsS_y72kEGFAFcyFoPWyEC8RUyLH3tIAh4,file47,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:44.189Z,Create,1vntvYe8G5rsS_y72kEGFAFcyFoPWyEC8RUyLH3tIAh4,file47,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:44.189Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,1vntvYe8G5rsS_y72kEGFAFcyFoPWyEC8RUyLH3tIAh4,file47,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:41.538Z,Permission Change-to:can_view/can_comment-from:can_edit-for:bob@accord.foundation,1OYmQV1v7ZYYZrY5TnKFdNNK1x4aP6nKHmJ1UjX62FdU,file18,105806898968975168992,bob@accord.foundation
2024-10-02T19:28:38.526Z,Move:Root:folder22,1i40B75wN4DwqLQFqiq-nY3uF4rnLx0uuLLShNWH0xmk,file31,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:35.756Z,Permission Change-to:can_view/can_comment-from:can_edit-for:emily@accord.foundation,1IOOVPpgp3U8J_SvZnUwRtV0SeSumgdpIceDPHyMl3Yg,file35,102378379302274418344,emily@accord.foundation
2024-10-02T19:28:33.821Z,Permission Change-to:can_edit-from:none-for:drew@accord.foundation,1IOOVPpgp3U8J_SvZnUwRtV0SeSumgdpIceDPHyMl3Yg,file35,102378379302274418344,emily@accord.foundation
2024-10-02T19:28:31.870Z,Delete,19MWs69GF0mD82tdN3LllI_cpYQD9hhGc,folder17,102378379302274418344,emily@accord.foundation
2024-10-02T19:28:30.206Z,Permission Change-to:can_edit-from:can_view/can_comment-for:carol@accord.foundation,1_xIp3LtK-gFLAS_DBPqz0WfQEbNE3Y09pkpgINVPe_k,file3,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:28.872Z,Delete,1O_zFMW9eQFWlhmfoYRIWjQVQXOOKURgH,folder41,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:28.173Z,Delete,1DW0oNIoYWJhs9GYPxLEOY8LEM_GG5exL,folder23,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:26.635Z,Permission Change-to:can_edit-from:none-for:carol@accord.foundation,1w3ojxnVh7qotwilOpNouPR1rQ6bpaiIL,folder40,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:25.640Z,Permission Change-to:can_edit-from:none-for:bob@accord.foundation,1OYmQV1v7ZYYZrY5TnKFdNNK1x4aP6nKHmJ1UjX62FdU,file18,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:23.934Z,Edit,1QfF2G6O-4DFH9ehbXCzxs9l9i-7IRByk9NEz_Ng4Gl0,file14,104174300424369407986,carol@accord.foundation
2024-10-02T19:28:22.256Z,Edit,19HfGk-XDqN9gIXi_Q3ZalU1B57FiWx5aW2G24kWmfUA,file12,104174300424369407986,carol@accord.foundation
2024-10-02T19:28:20.610Z,Edit,19HfGk-XDqN9gIXi_Q3ZalU1B57FiWx5aW2G24kWmfUA,file12,104174300424369407986,carol@accord.foundation
2024-10-02T19:28:18.064Z,Delete,19Ai-qQAd5__VUddRJlyl_WOqkG1xlNvD,folder33,102378379302274418344,emily@accord.foundation
2024-10-02T19:28:14.855Z,Permission Change-to:can_edit-from:owner-for:drew@accord.foundation,1DjMAtxtrCVrSAHvqmjr-2Ygfb3jGQu7J,folder37,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:14.855Z,Permission Change-to:owner-from:none-for:carol@accord.foundation,1DjMAtxtrCVrSAHvqmjr-2Ygfb3jGQu7J,folder37,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:13.124Z,Delete,1CnntynJi5r-aPVlldDy9MQhnptoBtEtuF_yyhEq3lnk,file44,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:11.527Z,Edit,1OYmQV1v7ZYYZrY5TnKFdNNK1x4aP6nKHmJ1UjX62FdU,file18,112627686161565491345,drew@accord.foundation
2024-10-02T19:28:09.253Z,Delete,1N0sWiZJV_sIqnQNik7VjyP7D9xE939xJnyuTB_tuBLw,file36,104174300424369407986,carol@accord.foundation
2024-10-02T19:28:07.605Z,Create,165S5hns2AoV2uEPIFVzNkJaPRg25m9Op,folder46,105806898968975168992,bob@accord.foundation
2024-10-02T19:28:07.605Z,Permission Change-to:owner-from:none-for:bob@accord.foundation,165S5hns2AoV2uEPIFVzNkJaPRg25m9Op,folder46,105806898968975168992,bob@accord.foundation
2024-10-02T19:28:05.830Z,Edit,1_xIp3LtK-gFLAS_DBPqz0WfQEbNE3Y09pkpgINVPe_k,file3,114128337804353370964,alice@accord.foundation
2024-10-02T19:28:00.218Z,Delete,1R26i4aglC3Cwwq1qVQaWIW2-ixFUouqr,folder45,114128337804353370964,alice@accord.foundation
2024-10-02T19:27:59.269Z,Delete,1uSnPPPlISN_euAEXba00CLiZzbpk7V5f,folder5,114128337804353370964,alice@accord.foundation
2024-10-02T19:27:55.494Z,Edit,1orq7Sna9ClA5P3XDBcZGxzw857cs02hJslSsEdqe3z4,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:54.041Z,Edit,1orq7Sna9ClA5P3XDBcZGxzw857cs02hJslSsEdqe3z4,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:51.091Z,Permission Change-to:owner-from:can_edit-for:carol@accord.foundation,1IOOVPpgp3U8J_SvZnUwRtV0SeSumgdpIceDPHyMl3Yg,file35,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:51.091Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,1IOOVPpgp3U8J_SvZnUwRtV0SeSumgdpIceDPHyMl3Yg,file35,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:50.331Z,Edit,1i40B75wN4DwqLQFqiq-nY3uF4rnLx0uuLLShNWH0xmk,file31,112627686161565491345,drew@accord.foundation
2024-10-02T19:27:48.928Z,Delete,1wxWvYF-y_gAM_WX95t5Zq3BfkgIIat4PBmZoJdbPX4A,file42,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:45.519Z,Permission Change-to:can_view/can_comment-from:none-for:drew@accord.foundation,1R26i4aglC3Cwwq1qVQaWIW2-ixFUouqr,folder45,114128337804353370964,alice@accord.foundation
2024-10-02T19:27:45.519Z,Move:Root:Root,1R26i4aglC3Cwwq1qVQaWIW2-ixFUouqr,folder45,114128337804353370964,alice@accord.foundation
2024-10-02T19:27:42.546Z,Delete,1H0491EjUPfdn7U8UYp587QhR-mQIF1_TOfhPaJoRiY4,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:27:39.993Z,Edit,1wxWvYF-y_gAM_WX95t5Zq3BfkgIIat4PBmZoJdbPX4A,file42,102378379302274418344,emily@accord.foundation
2024-10-02T19:27:33.308Z,Edit,1H0491EjUPfdn7U8UYp587QhR-mQIF1_TOfhPaJoRiY4,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:27:33.012Z,Edit,1H0491EjUPfdn7U8UYp587QhR-mQIF1_TOfhPaJoRiY4,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:27:29.590Z,Delete,1D879wjcBwVAS8GuQCy8KYooUbp4xjgaaPjioDPU-Ors,file25,102378379302274418344,emily@accord.foundation
