Activity_Time,Action,Doc_ID,Doc_Name,Actor_ID,Actor_Name
2024-10-02T19:41:46.962Z,Edit,1H8tGsQkscY9z8k3mEYbRHU0zcSxn_vUB0vN9VVHG0dM,file34,112627686161565491345,drew@accord.foundation
2024-10-02T19:41:02.182Z,Delete,1raFgDIk_kX1Agsr7kVlPoIqVl-IXFHbN_aS6qhy65KE,file39,114128337804353370964,alice@accord.foundation
2024-10-02T19:41:00.418Z,Permission Change-to:can_view/can_comment-from:can_edit-for:drew@accord.foundation,1H8tGsQkscY9z8k3mEYbRHU0zcSxn_vUB0vN9VVHG0dM,file34,112627686161565491345,drew@accord.foundation
2024-10-02T19:40:58.788Z,Edit,14b2Eg2DQRsLALPUTl3_EVRoEMD-0DYAWRCfF4Mwt4Mg,file12,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:55.188Z,Delete,1ZBiWy0yaWveh-u977IkXOU9ra2BAnZ5Cs-2JFeo3DU0,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:52.336Z,Permission Change-to:can_edit-from:can_view-for:drew@accord.foundation,14pmb5gy8UcQsO8MfK3iDd0F0kF5r1ssv,folder28,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:50.685Z,Edit,1SGS52SGdM5agzq0pTM3rb_5Q72RsfpLteWL_kNVDKnY,file13,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:50.477Z,Edit,1SGS52SGdM5agzq0pTM3rb_5Q72RsfpLteWL_kNVDKnY,file13,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:47.797Z,Move:Root:folder11,1H8tGsQkscY9z8k3mEYbRHU0zcSxn_vUB0vN9VVHG0dM,file34,105806898968975168992,bob@accord.foundation
2024-10-02T19:40:45.950Z,Delete,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:43.752Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,1tJ5OqWbCwAeVOLppjmriL1TOExdiVq_U3kLb3C5zjgs,file24,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:43.752Z,Permission Change-to:owner-from:none-for:drew@accord.foundation,1tJ5OqWbCwAeVOLppjmriL1TOExdiVq_U3kLb3C5zjgs,file24,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:40.653Z,Delete,1ZaAcRjV1bQZ_DdnC_JHOCl4AqALg9rr_s1p7bF6DW5o,file27,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:38.860Z,Delete,1pks8_pLS2yp86iHoIPhIzvhpE05xRkm1ktPPOPhFvc4,file7,105806898968975168992,bob@accord.foundation
2024-10-02T19:40:36.933Z,Edit,1raFgDIk_kX1Agsr7kVlPoIqVl-IXFHbN_aS6qhy65KE,file39,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:36.597Z,Edit,1raFgDIk_kX1Agsr7kVlPoIqVl-IXFHbN_aS6qhy65KE,file39,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:35.974Z,Create,1raFgDIk_kX1Agsr7kVlPoIqVl-IXFHbN_aS6qhy65KE,file39,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:35.974Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,1raFgDIk_kX1Agsr7kVlPoIqVl-IXFHbN_aS6qhy65KE,file39,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:34.199Z,Permission Change-to:none-from:can_view-for:bob@accord.foundation,1SGS52SGdM5agzq0pTM3rb_5Q72RsfpLteWL_kNVDKnY,file13,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:33.341Z,Delete,1wCOiN8DKAuMBx7_IZ8XenKekWbbrAtaqXgBW-NWQozs,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:32.788Z,Delete,1ZJXM6ZwduhmMsze5W-U_4BQltMAz6Ycv,folder32,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:28.922Z,Delete,1XWT9oJLcqttYXRRl7Iw5wsQoYJniUucJQKcImDYnLaQ,file2,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:27.775Z,Delete,1eZz2z_7XiNPN1VWad2nD9_BFfRB0F6_d,folder5,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:25.990Z,Edit,1H8tGsQkscY9z8k3mEYbRHU0zcSxn_vUB0vN9VVHG0dM,file34,112627686161565491345,drew@accord.foundation
2024-10-02T19:40:23.349Z,Permission Change-to:can_view-from:none-for:bob@accord.foundation,1SGS52SGdM5agzq0pTM3rb_5Q72RsfpLteWL_kNVDKnY,file13,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:23.349Z,Move:Root:folder35,1SGS52SGdM5agzq0pTM3rb_5Q72RsfpLteWL_kNVDKnY,file13,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:21.461Z,Move:folder17:folder16,1ZJXM6ZwduhmMsze5W-U_4BQltMAz6Ycv,folder32,104174300424369407986,carol@accord.foundation
2024-10-02T19:40:20.060Z,Delete,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:19.105Z,Delete,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:17.604Z,Permission Change-to:can_edit-from:can_view/can_comment-for:bob@accord.foundation,1XWT9oJLcqttYXRRl7Iw5wsQoYJniUucJQKcImDYnLaQ,file2,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:17.196Z,Permission Change-to:can_edit-from:can_view/can_comment-for:bob@accord.foundation,1eZz2z_7XiNPN1VWad2nD9_BFfRB0F6_d,folder5,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:15.362Z,Delete,1jmHdNmGmJnSEIoUG6RavQrevp0nbDJ3W,folder22,112627686161565491345,drew@accord.foundation
2024-10-02T19:40:13.579Z,Delete,1v0WPHv3i3wqCR8X3XtG5OJ9ToU6t8ZYbB_D99eoOlF8,file8,105806898968975168992,bob@accord.foundation
2024-10-02T19:40:10.040Z,Permission Change-to:can_edit-from:owner-for:drew@accord.foundation,1M7dDJJonq2mmszwaxdzLd7CD0qpkk3SCcz6Dkg2YW8o,file18,112627686161565491345,drew@accord.foundation
2024-10-02T19:40:10.040Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,1M7dDJJonq2mmszwaxdzLd7CD0qpkk3SCcz6Dkg2YW8o,file18,112627686161565491345,drew@accord.foundation
2024-10-02T19:40:08.154Z,Permission Change-to:can_edit-from:none-for:drew@accord.foundation,1H8tGsQkscY9z8k3mEYbRHU0zcSxn_vUB0vN9VVHG0dM,file34,105806898968975168992,bob@accord.foundation
2024-10-02T19:40:06.247Z,Permission Change-to:none-from:can_view-for:bob@accord.foundation,1xKmaYfWEsakoO-yUEoKptOqtoAifR_Mk6gTTcC_H1t0,file0,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:03.670Z,Permission Change-to:can_edit-from:owner-for:emily@accord.foundation,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:03.670Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,102378379302274418344,emily@accord.foundation
2024-10-02T19:40:01.478Z,Create,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:01.478Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:01.478Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:01.478Z,Permission Change-to:can_edit-from:none-for:carol@accord.foundation,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:40:01.478Z,Permission Change-to:can_edit-from:none-for:emily@accord.foundation,12MOj-2c_aYtnSJlkEJYn75nmHypOhSSN,folder38,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:58.606Z,Create,1NGFTRxIoz3nKTX_d5TzMxn0yK4dUMgFH,folder37,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:58.606Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,1NGFTRxIoz3nKTX_d5TzMxn0yK4dUMgFH,folder37,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:58.597Z,Permission Change-to:can_view-from:none-for:alice@accord.foundation,1wCOiN8DKAuMBx7_IZ8XenKekWbbrAtaqXgBW-NWQozs,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:56.191Z,Permission Change-to:none-from:can_view-for:alice@accord.foundation,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:56.191Z,Permission Change-to:none-from:can_view-for:drew@accord.foundation,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:56.191Z,Move:folder28:Root,11aZfyUEDGU0CHvDpo5_xDUtJp89IgN6j6hMCZIgVdtE,file33,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:49.882Z,Permission Change-to:can_view-from:none-for:alice@accord.foundation,1ZJXM6ZwduhmMsze5W-U_4BQltMAz6Ycv,folder32,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:43.866Z,Create,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:43.866Z,Permission Change-to:owner-from:none-for:alice@accord.foundation,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:43.866Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:43.866Z,Permission Change-to:can_edit-from:none-for:carol@accord.foundation,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:43.866Z,Permission Change-to:can_edit-from:none-for:emily@accord.foundation,1D2sRyPuji2Du_nn5i8fAR2pduIzI1ofQ,folder36,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:42.306Z,Permission Change-to:can_edit-from:can_view/can_comment-for:emily@accord.foundation,1xKmaYfWEsakoO-yUEoKptOqtoAifR_Mk6gTTcC_H1t0,file0,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:42.300Z,Permission Change-to:can_edit-from:none-for:emily@accord.foundation,1XWT9oJLcqttYXRRl7Iw5wsQoYJniUucJQKcImDYnLaQ,file2,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:41.854Z,Permission Change-to:can_edit-from:none-for:emily@accord.foundation,1eZz2z_7XiNPN1VWad2nD9_BFfRB0F6_d,folder5,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:39.384Z,Permission Change-to:can_view-from:none-for:alice@accord.foundation,1ZBiWy0yaWveh-u977IkXOU9ra2BAnZ5Cs-2JFeo3DU0,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:39.384Z,Permission Change-to:can_view-from:none-for:drew@accord.foundation,1ZBiWy0yaWveh-u977IkXOU9ra2BAnZ5Cs-2JFeo3DU0,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:39.384Z,Move:Root:folder28,1ZBiWy0yaWveh-u977IkXOU9ra2BAnZ5Cs-2JFeo3DU0,file26,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:37.446Z,Permission Change-to:can_view-from:none-for:bob@accord.foundation,1UtDuckqWZowQIqdjneyVXaeu8iiu1BwP,folder35,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:35.225Z,Permission Change-to:can_view/can_comment-from:none-for:emily@accord.foundation,1xKmaYfWEsakoO-yUEoKptOqtoAifR_Mk6gTTcC_H1t0,file0,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:33.855Z,Edit,1M7dDJJonq2mmszwaxdzLd7CD0qpkk3SCcz6Dkg2YW8o,file18,102378379302274418344,emily@accord.foundation
2024-10-02T19:39:31.452Z,Permission Change-to:can_edit-from:can_view-for:emily@accord.foundation,1M7dDJJonq2mmszwaxdzLd7CD0qpkk3SCcz6Dkg2YW8o,file18,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:29.913Z,Delete,1KY2-1UP1VvqmfTT_NYUIisoLyIRQGaExqKBFIskCg-I,file19,112627686161565491345,drew@accord.foundation
2024-10-02T19:39:27.418Z,Move:folder17:folder32,1wCOiN8DKAuMBx7_IZ8XenKekWbbrAtaqXgBW-NWQozs,file15,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:24.868Z,Delete,1bAKHw7DAY0t1bMz5MR9F_35mFK4XQj-mq3FPthEk4uA,file21,112627686161565491345,drew@accord.foundation
2024-10-02T19:39:22.115Z,Edit,14b2Eg2DQRsLALPUTl3_EVRoEMD-0DYAWRCfF4Mwt4Mg,file12,104174300424369407986,carol@accord.foundation
2024-10-02T19:39:20.326Z,Permission Change-to:can_view/can_comment-from:none-for:bob@accord.foundation,1XWT9oJLcqttYXRRl7Iw5wsQoYJniUucJQKcImDYnLaQ,file2,114128337804353370964,alice@accord.foundation
2024-10-02T19:39:20.326Z,Permission Change-to:can_edit-from:none-for:carol@accord.foundation,1XWT9oJLcqttYXRRl7Iw5wsQoYJniUucJQKcImDYnLaQ,file2,114128337804353370964,alice@accord.foundation
