Activity_Time,Action,Doc_ID,Doc_Name,Actor_ID,Actor_Name
2024-10-09T20:49:41.743Z,Edit,1c4Czp2ihARl92lWAbnccl7CCsV0FKeW5LSSqBSiHoDk,file287,102378379302274418344,emily@accord.foundation
2024-10-09T20:49:16.879Z,Edit,1TAiEwAgQj5Q1tN8MtAsOCDO_e6s5Ncr-VBk-bGr_TBQ,file250,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:16.517Z,Edit,1TAiEwAgQj5Q1tN8MtAsOCDO_e6s5Ncr-VBk-bGr_TBQ,file250,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:12.721Z,Permission Change-to:none-from:can_view/can_comment-for:alice@accord.foundation,1cyQki7Fr26q9PwIlXGgfetxyFjbWSMibKf2yC4q8cgg,file184,104174300424369407986,carol@accord.foundation
2024-10-09T20:49:11.366Z,Edit,176uRprgJPNhCatdkG9tVu4QE1ePSB53RJN7nxjQwgHg,file304,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:10.836Z,Edit,176uRprgJPNhCatdkG9tVu4QE1ePSB53RJN7nxjQwgHg,file304,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:10.219Z,Create,176uRprgJPNhCatdkG9tVu4QE1ePSB53RJN7nxjQwgHg,file304,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:10.219Z,Permission Change-to:owner-from:none-for:drew@accord.foundation,176uRprgJPNhCatdkG9tVu4QE1ePSB53RJN7nxjQwgHg,file304,112627686161565491345,drew@accord.foundation
2024-10-09T20:49:08.879Z,Edit,1ia1TXDroaySX4RlgUPINPkpfRaE8T_YNi25XIfb-pBY,file303,102378379302274418344,emily@accord.foundation
2024-10-09T20:49:06.729Z,Move:Root:folder289,1ia1TXDroaySX4RlgUPINPkpfRaE8T_YNi25XIfb-pBY,file303,102378379302274418344,emily@accord.foundation
2024-10-09T20:49:04.698Z,Create,1ia1TXDroaySX4RlgUPINPkpfRaE8T_YNi25XIfb-pBY,file303,102378379302274418344,emily@accord.foundation
2024-10-09T20:49:04.698Z,Permission Change-to:owner-from:none-for:emily@accord.foundation,1ia1TXDroaySX4RlgUPINPkpfRaE8T_YNi25XIfb-pBY,file303,102378379302274418344,emily@accord.foundation
2024-10-09T20:48:57.722Z,Permission Change-to:none-from:can_edit-for:emily@accord.foundation,1oSceUPVEN59P7W2LUWp_1ici7J7CmWTE2eqFaFwVRQc,file299,114128337804353370964,alice@accord.foundation
